frame,prey,predator,food
1540,1475,263,49
1541,1470,260,49
1542,1464,263,49
1543,1461,261,49
1544,1454,263,49
1545,1450,263,49
1546,1444,261,49
1547,1441,259,49
1548,1438,260,49
1549,1431,263,49
1550,1428,262,49
1551,1427,263,49
1552,1424,261,49
1553,1420,261,49
1554,1418,262,49
1555,1414,261,49
1556,1412,256,49
1557,1409,260,49
1558,1407,258,49
1559,1401,256,49
1560,1399,254,48
1561,1399,254,48
1562,1397,252,48
1563,1390,256,48
1564,1389,261,48
1565,1389,261,48
1566,1387,258,48
1567,1382,260,48
1568,1380,261,48
1569,1376,261,48
1570,1374,261,48
1571,1370,263,49
1572,1362,268,50
1573,1356,267,50
1574,1349,271,50
1575,1345,270,50
1576,1341,271,49
1577,1340,269,49
1578,1333,265,49
1579,1330,264,50
1580,1325,264,49
1581,1324,263,49
1582,1322,262,47
1583,1317,262,47
1584,1315,263,47
1585,1315,262,46
1586,1311,263,46
1587,1308,262,46
1588,1307,264,46
1589,1307,263,46
1590,1307,262,46
1591,1306,258,46
1592,1299,257,46
1593,1296,256,45
1594,1293,259,45
1595,1290,256,46
1596,1287,256,46
1597,1284,256,46
1598,1285,256,45
1599,1282,252,45
1600,1279,251,45
1601,1272,250,45
1602,1266,250,45
1603,1260,247,45
1604,1256,248,45
1605,1253,250,44
1606,1251,250,43
1607,1251,250,43
1608,1250,249,43
1609,1249,250,43
1610,1250,249,43
1611,1244,248,43
1612,1236,247,42
1613,1235,248,42
1614,1230,250,42
1615,1233,249,41
1616,1231,248,41
1617,1229,248,40
1618,1222,251,40
1619,1218,255,41
1620,1218,256,41
1621,1214,256,41
1622,1217,263,39
1623,1215,262,40
1624,1211,263,39
1625,1210,263,39
1626,1212,263,39
1627,1214,267,40
1628,1211,267,40
1629,1210,266,40
1630,1203,270,40
1631,1199,272,40
1632,1199,274,39
1633,1198,274,38
1634,1200,273,38
1635,1196,275,37
1636,1193,274,37
1637,1191,279,37
1638,1196,285,36
1639,1196,287,36
1640,1199,287,34
1641,1209,294,33
1642,1219,292,32
1643,1227,292,31
1644,1239,291,31
1645,1248,292,30
1646,1260,292,29
1647,1269,292,29
1648,1278,292,28
1649,1282,291,28
1650,1283,291,27
1651,1282,293,27
1652,1292,293,28
1653,1303,301,28
1654,1313,302,27
1655,1319,303,27
1656,1328,303,28
1657,1332,302,28
1658,1337,304,28
1659,1344,314,27
1660,1349,315,26
1661,1356,321,25
1662,1358,327,25
1663,1365,329,25
1664,1370,334,24
1665,1369,337,24
1666,1372,349,24
1667,1375,355,24
1668,1381,359,23
1669,1385,358,23
1670,1391,360,22
1671,1391,358,22
1672,1394,363,23
1673,1394,367,21
1674,1392,368,21
1675,1389,369,20
1676,1388,375,20
1677,1391,373,20
1678,1393,379,20
1679,1390,381,20
1680,1387,381,20
1681,1386,395,19
1682,1384,398,19
1683,1379,405,19
1684,1380,406,19
1685,1379,407,19
1686,1375,410,19
1687,1375,411,19
1688,1366,412,19
1689,1360,412,19
1690,1358,408,19
1691,1358,408,18
1692,1356,411,17
1693,1350,413,18
1694,1347,412,17
1695,1343,418,16
1696,1341,418,17
1697,1339,417,17
1698,1332,427,17
1699,1327,435,17
1700,1320,439,17
1701,1314,440,16
1702,1305,442,16
1703,1300,442,16
1704,1288,452,16
1705,1283,453,15
1706,1272,457,15
1707,1265,463,15
1708,1254,467,15
1709,1250,471,16
1710,1241,474,16
1711,1230,474,16
1712,1217,473,16
1713,1204,471,16
1714,1198,477,17
1715,1192,481,17
1716,1186,486,17
1717,1186,489,17
1718,1183,496,17
1719,1173,501,17
1720,1164,511,17
1721,1160,513,17
1722,1156,511,17
1723,1154,509,17
1724,1152,513,17
1725,1139,518,17
1726,1132,518,17
1727,1122,522,17
1728,1119,525,17
1729,1107,533,17
1730,1103,537,17
1731,1098,545,17
1732,1090,548,18
1733,1080,549,18
1734,1073,551,18
1735,1066,551,18
1736,1059,554,18
1737,1050,555,18
1738,1042,553,17
1739,1034,552,17
1740,1028,550,17
1741,1020,553,17
1742,1012,558,17
1743,1006,560,17
1744,1002,569,17
1745,994,568,17
1746,984,568,18
1747,974,567,17
1748,970,570,17
1749,964,568,17
1750,951,572,17
1751,946,574,17
1752,935,573,17
1753,925,584,17
1754,922,589,17
1755,913,589,17
1756,904,589,17
1757,899,588,17
1758,894,586,17
1759,888,588,17
1760,884,591,18
1761,877,589,19
1762,870,601,19
1763,863,597,19
1764,859,604,19
1765,846,612,19
1766,844,616,19
1767,835,626,19
1768,831,624,19
1769,829,625,19
1770,822,631,20
1771,821,637,20
1772,814,639,20
1773,807,636,20
1774,799,639,20
1775,791,642,20
1776,784,640,20
1777,774,650,20
1778,772,648,20
1779,765,644,20
1780,756,644,20
1781,747,641,20
1782,741,654,20
1783,734,655,20
1784,729,657,19
1785,725,655,20
1786,724,654,20
1787,721,656,20
1788,717,652,20
1789,713,658,20
1790,709,654,20
1791,707,651,19
1792,705,646,19
1793,706,641,19
1794,705,634,19
1795,704,634,19
1796,701,633,19
1797,697,632,19
1798,692,630,19
1799,689,629,19
1800,687,628,19
1801,685,627,19
1802,683,624,19
1803,676,619,20
1804,674,617,20
1805,672,614,20
1806,672,609,20
1807,672,606,20
1808,670,604,20
1809,665,602,20
1810,662,598,20
1811,657,594,20
1812,653,593,20
1813,649,592,21
1814,647,590,21
1815,644,588,21
1816,642,583,21
1817,640,582,22
1818,638,587,22
1819,634,592,22
1820,632,590,22
1821,628,589,22
1822,624,586,22
1823,621,585,23
1824,619,585,23
1825,613,586,22
1826,611,588,22
1827,608,588,22
1828,603,590,22
1829,599,587,22
1830,596,580,22
1831,594,579,22
1832,593,579,22
1833,591,580,22
1834,589,576,22
1835,589,581,22
1836,588,584,22
1837,584,577,22
1838,581,577,22
1839,579,577,22
1840,578,578,22
1841,577,576,22
1842,574,569,22
1843,573,567,22
1844,570,563,22
1845,565,558,23
1846,562,553,23
1847,561,552,23
1848,557,552,23
1849,554,550,23
1850,551,546,23
1851,549,544,24
1852,548,541,24
1853,548,539,24
1854,547,536,24
1855,544,532,24
1856,541,528,24
1857,541,526,23
1858,539,522,22
1859,536,520,22
1860,532,518,22
1861,530,515,22
1862,526,513,22
1863,525,515,22
1864,521,514,22
1865,521,513,22
1866,522,512,22
1867,522,506,22
1868,521,497,22
1869,518,495,22
1870,517,495,22
1871,515,491,23
1872,513,488,23
1873,512,483,22
1874,510,477,22
1875,506,474,23
1876,501,473,23
1877,498,470,23
1878,498,468,24
1879,495,462,24
1880,493,466,24
1881,491,464,24
1882,489,459,24
1883,486,458,23
1884,480,455,23
1885,478,453,23
1886,476,452,23
1887,474,449,23
1888,471,445,23
1889,469,438,23
1890,466,435,23
1891,464,432,23
1892,463,429,23
1893,461,424,23
1894,459,419,23
1895,457,415,23
1896,454,410,23
1897,453,403,23
1898,449,400,23
1899,447,396,23
1900,446,393,23
1901,445,394,23
1902,445,390,23
1903,441,384,23
1904,436,379,23
1905,432,373,23
1906,430,370,23
1907,425,367,23
1908,424,364,23
1909,423,363,23
1910,415,361,24
1911,411,357,24
1912,408,357,24
1913,406,351,24
1914,403,351,24
1915,402,341,24
1916,401,338,25
1917,401,332,24
1918,398,334,24
1919,395,330,24
1920,393,328,24
1921,393,325,24
1922,391,320,24
1923,390,310,24
1924,388,304,24
1925,384,304,24
1926,380,298,25
1927,378,293,25
1928,375,287,25
1929,372,287,24
1930,369,286,24
1931,366,283,24
1932,362,281,24
1933,360,281,23
1934,357,281,23
1935,352,282,23
1936,351,280,23
1937,350,274,23
1938,348,271,23
1939,345,266,23
1940,342,264,24
1941,340,261,24
1942,337,257,24
1943,335,259,24
1944,331,260,24
1945,330,259,24
1946,329,256,25
1947,325,254,26
1948,324,254,26
1949,323,254,26
1950,320,251,26
1951,318,251,26
1952,317,249,26
1953,316,246,27
1954,312,243,27
1955,310,240,27
1956,307,234,27
1957,301,239,27
1958,300,239,27
1959,298,239,27
1960,296,238,28
1961,295,236,28
1962,293,234,28
1963,291,232,28
1964,289,228,28
1965,289,228,27
1966,288,223,27
1967,287,222,26
1968,287,221,26
1969,285,217,26
1970,285,215,26
1971,284,215,26
1972,284,216,26
1973,284,217,26
1974,282,218,25
1975,281,213,25
1976,280,209,25
1977,280,206,25
1978,278,204,25
1979,275,203,26
1980,272,199,26
1981,269,198,26
1982,269,194,26
1983,267,192,26
1984,266,192,26
1985,266,189,26
1986,265,187,26
1987,260,182,26
1988,259,181,26
1989,257,179,26
1990,257,177,27
1991,257,177,27
1992,255,175,27
1993,255,174,27
1994,254,174,28
1995,250,173,28
1996,247,171,26
1997,245,169,26
1998,245,170,26
1999,245,167,26
2000,245,165,26
2001,243,164,26
2002,242,160,26
2003,240,159,27
2004,237,160,27
2005,235,158,27
2006,233,156,27
2007,232,154,28
2008,230,153,28
2009,229,150,28
2010,228,149,28
2011,225,149,29
2012,224,148,30
2013,220,151,31
2014,217,150,31
2015,215,151,31
2016,214,150,31
2017,213,149,31
2018,212,149,30
2019,209,149,30
2020,207,148,30
2021,203,145,30
2022,202,145,30
2023,199,144,30
2024,199,143,30
2025,196,142,30
2026,195,144,30
2027,194,147,30
2028,192,148,30
2029,189,147,30
2030,188,146,30
2031,186,144,30
2032,183,144,31
2033,183,142,31
2034,182,142,32
2035,178,145,32
2036,173,143,32
2037,173,143,31
2038,172,143,31
2039,169,143,31
2040,166,142,31
2041,164,141,31
2042,163,139,31
2043,160,139,31
2044,156,138,31
2045,152,136,31
2046,150,134,31
2047,150,135,31
2048,149,136,31
2049,147,137,31
2050,147,136,31
2051,147,133,31
2052,147,131,31
2053,147,131,32
2054,145,129,32
2055,144,127,32
2056,143,127,32
2057,142,126,31
2058,138,124,30
2059,136,123,31
2060,135,122,31
2061,134,120,30
2062,129,118,31
2063,128,118,31
2064,127,118,31
2065,127,117,31
2066,127,116,31
2067,127,115,30
2068,125,114,30
2069,124,113,30
2070,123,113,30
2071,121,111,29
2072,119,110,29
2073,119,110,29
2074,117,108,29
2075,115,108,29
2076,111,108,29
2077,107,107,29
2078,106,109,29
2079,104,109,29
2080,103,109,29
2081,102,107,30
2082,102,107,30
2083,100,107,30
2084,99,106,30
2085,99,105,31
2086,97,104,32
2087,97,102,32
2088,95,103,32
2089,94,102,32
2090,93,104,31
2091,93,103,31
2092,93,101,31
2093,93,100,31
2094,93,100,32
2095,92,98,32
2096,90,98,32
2097,90,98,32
2098,87,101,32
2099,86,103,33
2100,84,104,33
2101,83,103,33
2102,83,102,33
2103,82,103,33
2104,81,101,32
2105,79,100,32
2106,77,100,32
2107,77,99,32
2108,77,97,32
2109,75,95,32
2110,74,94,31
2111,74,94,31
2112,73,93,31
2113,73,92,32
2114,72,92,32
2115,71,91,32
2116,70,89,32
2117,70,89,32
2118,70,88,32
2119,70,88,32
2120,70,87,32
2121,70,86,33
2122,70,86,33
2123,70,85,33
2124,70,84,33
2125,68,84,32
2126,68,84,32
2127,66,84,32
2128,65,84,32
2129,64,82,33
2130,64,82,33
2131,64,81,33
2132,64,79,33
2133,64,78,33
2134,64,78,33
2135,63,77,33
2136,62,77,33
2137,62,78,33
2138,62,78,33
2139,61,78,33
2140,61,78,33
2141,61,77,33
2142,61,76,34
2143,61,75,34
2144,61,75,35
2145,61,75,35
2146,61,75,35
2147,60,74,35
2148,59,74,34
2149,59,72,34
2150,59,72,34
2151,58,71,34
2152,58,70,34
2153,57,70,34
2154,53,68,35
2155,53,67,35
2156,51,65,35
2157,51,66,34
2158,49,66,34
2159,49,64,34
2160,47,63,34
2161,44,62,33
2162,44,62,33
2163,44,62,33
2164,44,62,33
2165,44,61,33
2166,44,61,33
2167,43,61,33
2168,43,59,33
2169,41,59,32
2170,41,57,31
2171,40,56,32
2172,39,55,32
2173,38,55,31
2174,38,55,31
2175,38,54,31
2176,37,54,31
2177,36,54,31
2178,36,54,31
2179,34,54,30
2180,34,54,30
2181,34,54,30
2182,34,53,30
2183,33,53,30
2184,32,53,30
2185,32,55,30
2186,32,55,30
2187,31,55,30
2188,30,55,30
2189,30,56,31
2190,30,56,32
2191,30,56,32
2192,30,56,32
2193,30,56,32
2194,30,56,32
2195,28,56,32
2196,28,55,33
2197,28,55,32
2198,26,55,33
2199,26,55,33
2200,26,55,33
2201,26,55,33
2202,26,55,33
2203,26,55,33
2204,26,54,33
2205,26,53,33
2206,24,52,34
2207,24,52,34
2208,23,52,34
2209,22,52,34
2210,22,52,34
2211,19,52,34
2212,18,52,34
2213,18,52,35
2214,17,52,35
2215,15,55,34
2216,15,55,34
2217,15,55,34
2218,15,55,34
2219,15,54,34
2220,15,53,34
2221,15,52,34
2222,15,51,34
2223,15,51,34
2224,14,51,34
2225,14,49,34
2226,14,49,34
2227,14,49,34
2228,14,48,35
2229,14,47,35
2230,14,47,35
2231,14,47,35
2232,13,47,35
2233,13,50,35
2234,13,50,35
2235,13,50,35
2236,12,48,35
2237,12,51,35
2238,11,51,35
2239,11,50,35
2240,11,50,35
2241,11,50,35
2242,11,49,35
2243,11,49,35
2244,11,49,35
2245,11,47,35
2246,11,47,35
2247,11,46,36
2248,11,46,36
2249,11,46,36
2250,10,46,36
2251,10,46,36
2252,10,46,36
2253,10,45,36
2254,10,45,36
2255,10,45,36
2256,9,45,36
2257,9,45,36
2258,9,45,36
2259,9,44,36
2260,9,44,36
2261,9,43,35
2262,9,42,35
2263,9,42,35
2264,9,42,35
2265,9,41,35
2266,9,41,35
2267,9,41,35
2268,9,41,35
2269,9,41,35
2270,8,40,35
2271,8,39,35
2272,7,38,35
2273,6,38,34
2274,6,38,34
2275,6,38,34
2276,6,38,34
2277,6,38,35
2278,6,37,36
2279,6,35,35
2280,6,35,35
2281,6,35,35
2282,5,35,36
2283,5,35,36
2284,5,35,36
2285,5,35,36
2286,5,34,36
2287,4,33,37
2288,4,32,37
2289,4,30,37
2290,4,30,37
2291,4,30,37
2292,4,30,37
2293,4,30,37
2294,4,30,37
2295,4,30,37
2296,4,30,37
2297,4,30,36
2298,4,30,36
2299,4,30,36
2300,4,30,36
2301,4,29,36
2302,4,29,36
2303,4,28,36
2304,4,28,36
2305,4,28,36
2306,4,28,36
2307,4,28,36
2308,4,28,36
2309,4,27,36
2310,4,27,36
2311,4,27,36
2312,4,27,36
2313,4,27,36
2314,4,27,36
2315,4,26,37
2316,4,25,37
2317,4,25,37
2318,3,25,37
2319,3,23,37
2320,3,22,37
2321,3,22,38
2322,3,22,38
2323,3,22,38
2324,3,22,38
2325,3,22,38
2326,3,22,38
2327,3,22,38
2328,3,22,38
2329,3,22,38
2330,3,22,38
2331,3,21,38
2332,3,21,38
2333,3,19,38
2334,3,19,38
2335,3,18,38
2336,3,18,39
2337,3,18,39
2338,3,18,39
2339,3,18,39
2340,3,18,40
2341,3,17,40
2342,3,16,40
2343,3,16,40
2344,3,16,40
2345,3,16,40
2346,3,16,40
2347,3,15,40
2348,3,15,41
2349,3,15,41
2350,3,15,41
2351,3,15,41
2352,3,15,41
2353,3,15,41
2354,3,15,41
2355,2,15,41
2356,2,15,42
2357,2,14,42
2358,2,12,42
2359,2,12,42
2360,2,12,42
2361,2,12,42
2362,2,12,43
2363,2,12,43
2364,2,12,44
2365,2,12,44
2366,2,12,44
2367,2,12,44
2368,2,12,44
2369,2,12,44
2370,2,12,44
2371,2,12,44
2372,2,12,44
2373,2,12,44
2374,2,12,44
2375,2,12,44
2376,2,10,44
2377,2,10,44
2378,2,10,44
2379,2,10,44
2380,2,7,44
2381,2,6,44
2382,2,6,44
2383,2,6,44
2384,2,6,44
2385,2,6,44
2386,2,5,44
2387,2,5,44
2388,2,4,44
2389,2,3,44
2390,2,3,45
2391,2,3,45
2392,2,3,46
2393,2,3,46
2394,2,3,46
2395,2,3,46
2396,2,3,46
2397,2,3,46
2398,2,3,46
2399,2,3,46
2400,2,3,46
2401,2,3,46
2402,2,3,46
2403,2,3,46
2404,2,3,46
2405,2,3,47
2406,2,3,47
2407,2,3,47
2408,2,3,47
2409,2,3,47
2410,2,3,47
2411,2,3,47
2412,2,3,47
2413,2,3,47
2414,2,3,48
2415,2,3,48
2416,2,3,48
2417,2,3,48
2418,2,3,48
2419,2,3,49
2420,2,3,49
2421,2,3,49
2422,2,3,49
2423,2,3,49
2424,2,3,49
2425,2,3,50
2426,2,3,50
2427,2,3,50
2428,2,3,50
2429,2,3,50
2430,2,3,51
2431,2,3,51
2432,2,2,51
2433,2,2,51
2434,2,2,51
2435,2,2,51
2436,2,2,51
2437,2,1,51
